,single_model,dataset_name,model,level,repeat,iteration,seed,performance
0,True,53,HistGradientBoostingClassifier,0,1,0,79,0.7921048251653025
1,True,53,HistGradientBoostingClassifier,0,1,1,79,0.8023842126764612
2,True,53,HistGradientBoostingClassifier,0,1,2,79,0.8077593772223146
3,True,53,HistGradientBoostingClassifier,0,1,3,79,0.771037281929461
4,True,53,HistGradientBoostingClassifier,0,1,4,79,0.7752700821594468
5,True,53,RandomForestClassifier,0,1,0,79,0.7492907506317048
6,True,53,RandomForestClassifier,0,1,1,79,0.7306233072581744
7,True,53,RandomForestClassifier,0,1,2,79,0.7288359988500703
8,True,53,RandomForestClassifier,0,1,3,79,0.7250098349245737
9,True,53,RandomForestClassifier,0,1,4,79,0.7361535609992284
10,True,53,DecisionTreeClassifier,0,1,0,79,0.6778078709657895
11,True,53,DecisionTreeClassifier,0,1,1,79,0.6597021530919489
12,True,53,DecisionTreeClassifier,0,1,2,79,0.7022003752401991
13,True,53,DecisionTreeClassifier,0,1,3,79,0.7367550044635427
14,True,53,DecisionTreeClassifier,0,1,4,79,0.7138282822169433
15,True,53,LinearDiscriminantAnalysis,0,1,0,79,0.775837481654083
16,True,53,LinearDiscriminantAnalysis,0,1,1,79,0.8049072490959434
17,True,53,LinearDiscriminantAnalysis,0,1,2,79,0.8016163320270536
18,True,53,LinearDiscriminantAnalysis,0,1,3,79,0.7893756335961023
19,True,53,LinearDiscriminantAnalysis,0,1,4,79,0.7988095958602532
20,True,53,XGBClassifier,0,1,0,79,0.777953881769076
21,True,53,XGBClassifier,0,1,1,79,0.7941701593257781
22,True,53,XGBClassifier,0,1,2,79,0.7759604182112542
23,True,53,XGBClassifier,0,1,3,79,0.7663978453949858
24,True,53,XGBClassifier,0,1,4,79,0.7499754126885657
25,True,53,GradientBoostingClassifier,0,1,0,79,0.8065394683088469
26,True,53,GradientBoostingClassifier,0,1,1,79,0.7886399055847241
27,True,53,GradientBoostingClassifier,0,1,2,79,0.807836921819915
28,True,53,GradientBoostingClassifier,0,1,3,79,0.7848591336187983
29,True,53,GradientBoostingClassifier,0,1,4,79,0.7908792422568882
30,True,53,LGBMClassifierDefault,0,1,0,79,0.7912915525563239
31,True,53,LGBMClassifierDefault,0,1,1,79,0.7886399055847241
32,True,53,LGBMClassifierDefault,0,1,2,79,0.7845811078664265
33,True,53,LGBMClassifierDefault,0,1,3,79,0.7622936557171173
34,True,53,LGBMClassifierDefault,0,1,4,79,0.7785609992283367
35,True,53,LGBMClassifierAutoGluon,0,1,0,79,0.758802257493456
36,True,53,LGBMClassifierAutoGluon,0,1,1,79,0.7485493486253801
37,True,53,LGBMClassifierAutoGluon,0,1,2,79,0.7415608781831111
38,True,53,LGBMClassifierAutoGluon,0,1,3,79,0.7373280779531253
39,True,53,LGBMClassifierAutoGluon,0,1,4,79,0.735134133240532
40,True,53,LGBMClassifier1,0,1,0,79,0.7380959586025329
41,True,53,LGBMClassifier1,0,1,1,79,0.7454910653492912
42,True,53,LGBMClassifier1,0,1,2,79,0.7452073656019731
43,True,53,LGBMClassifier1,0,1,3,79,0.7263394410736711
44,True,53,LGBMClassifier1,0,1,4,79,0.7404128398722972
45,True,53,LGBMClassifier2,0,1,0,79,0.8087334130214402
46,True,53,LGBMClassifier2,0,1,1,79,0.8256400266299496
47,True,53,LGBMClassifier2,0,1,2,79,0.8024296046360321
48,True,53,LGBMClassifier2,0,1,3,79,0.7837621612625018
