,single_model,dataset_name,model,level,repeat,iteration,seed,performance
0,True,53,LGBMClassifierDefault,0,1,0,70,0.7954413094928318
1,True,53,LGBMClassifierDefault,0,1,1,70,0.7975323098273918
2,True,53,LGBMClassifierDefault,0,1,2,70,0.8086564316072513
3,True,53,LGBMClassifierDefault,0,1,3,70,0.7954186569892072
4,True,53,LGBMClassifierDefault,0,1,4,70,0.7799452545134629
5,True,53,LGBMClassifierAutoGluon,0,1,0,70,0.7826738163389217
6,True,53,LGBMClassifierAutoGluon,0,1,1,70,0.7882256158383207
7,True,53,LGBMClassifierAutoGluon,0,1,2,70,0.7968111083231105
8,True,53,LGBMClassifierAutoGluon,0,1,3,70,0.7989857486710531
9,True,53,LGBMClassifierAutoGluon,0,1,4,70,0.7743955847366268
10,True,53,LGBMClassifier1,0,1,0,70,0.7701888018413193
11,True,53,LGBMClassifier1,0,1,1,70,0.7818010173103849
12,True,53,LGBMClassifier1,0,1,2,70,0.7878230982739179
13,True,53,LGBMClassifier1,0,1,3,70,0.7704033229867538
14,True,53,LGBMClassifier1,0,1,4,70,0.7632329343394917
15,True,53,LGBMClassifier2,0,1,0,70,0.7821425473650297
16,True,53,LGBMClassifier2,0,1,1,70,0.7801351870438521
17,True,53,LGBMClassifier2,0,1,2,70,0.7963613496400381
18,True,53,LGBMClassifier2,0,1,3,70,0.7989609664448657
19,True,53,LGBMClassifier2,0,1,4,70,0.7741582174764259
20,True,53,LGBMClassifier3,0,1,0,70,0.7921929017508643
21,True,53,LGBMClassifier3,0,1,1,70,0.8004732630757221
22,True,53,LGBMClassifier3,0,1,2,70,0.777322985205011
23,True,53,LGBMClassifier3,0,1,3,70,0.7773003327013867
24,True,53,LGBMClassifier3,0,1,4,70,0.7756817435535235
25,True,53,LGBMClassifier4,0,1,0,70,0.7661740811989641
26,True,53,LGBMClassifier4,0,1,1,70,0.7835485514788795
27,True,53,LGBMClassifier4,0,1,2,70,0.7824023735177131
28,True,53,LGBMClassifier4,0,1,3,70,0.7732856120590313
29,True,53,LGBMClassifier4,0,1,4,70,0.7732019720456489
30,True,53,LGBMClassifier5,0,1,0,70,0.7703787343717086
31,True,53,LGBMClassifier5,0,1,1,70,0.7749268537105187
32,True,53,LGBMClassifier5,0,1,2,70,0.7968111083231105
33,True,53,LGBMClassifier5,0,1,3,70,0.7922651187068634
34,True,53,LGBMClassifier5,0,1,4,70,0.778882716565679
35,True,53,MLPClassifier,0,1,0,70,0.650110397073219
36,True,53,MLPClassifier,0,1,1,70,0.5691685485669677
37,True,53,MLPClassifier,0,1,2,70,0.5730996291959407
38,True,53,MLPClassifier,0,1,3,70,0.6052853518456562
39,True,53,MLPClassifier,0,1,4,70,0.5774827918416912
40,True,53,LGBMClassifierDefault,1,1,5,70,0.8051729799387879
41,True,53,LGBMClassifierDefault,1,1,6,70,0.7934701544552247
42,True,53,LGBMClassifierDefault,1,1,7,70,0.8249435817131953
43,True,53,LGBMClassifierDefault,1,1,8,70,0.8199840386974462
44,True,53,LGBMClassifierDefault,1,1,9,70,0.7917679252939791
45,True,53,LGBMClassifierAutoGluon,1,1,5,70,0.7707448530413986
46,True,53,LGBMClassifierAutoGluon,1,1,6,70,0.7468780203338166
47,True,53,LGBMClassifierAutoGluon,1,1,7,70,0.7716896754147925
48,True,53,LGBMClassifierAutoGluon,1,1,8,70,0.7578958495966693
49,True,53,LGBMClassifierAutoGluon,1,1,9,70,0.7603756211045439
50,True,53,LGBMClassifier1,1,1,5,70,0.7552261455584055
51,True,53,LGBMClassifier1,1,1,6,70,0.757400785906348
52,True,53,LGBMClassifier1,1,1,7,70,0.7361041411099959
53,True,53,LGBMClassifier1,1,1,8,70,0.7442555574142224
