,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,53,RandomForestClassifier,0,1,0,51,0.7708395600803251,True
1,True,53,RandomForestClassifier,0,1,1,51,0.8004535796011768,True
2,True,53,RandomForestClassifier,0,1,2,51,0.7756088591042823,True
3,True,53,RandomForestClassifier,0,1,3,51,0.7854801989445663,True
4,True,53,RandomForestClassifier,0,1,4,51,0.7752761173119133,True
5,True,53,DecisionTreeClassifier,0,1,0,51,0.7704772412397454,True
6,True,53,DecisionTreeClassifier,0,1,1,51,0.7362764442161304,True
7,True,53,DecisionTreeClassifier,0,1,2,51,0.7175530051837669,True
8,True,53,DecisionTreeClassifier,0,1,3,51,0.7068474758324382,True
9,True,53,DecisionTreeClassifier,0,1,4,51,0.6873240943974843,True
10,True,53,XGBClassifier,0,1,0,51,0.8082681470757639,True
11,True,53,XGBClassifier,0,1,1,51,0.8273453431715936,True
12,True,53,XGBClassifier,0,1,2,51,0.8079354052833948,True
13,True,53,XGBClassifier,0,1,3,51,0.8174740033313096,True
14,True,53,XGBClassifier,0,1,4,51,0.8235742695247434,True
15,True,53,GradientBoostingClassifier,0,1,0,51,0.7979506218963558,True
16,True,53,GradientBoostingClassifier,0,1,1,51,0.8017216955432058,True
17,True,53,GradientBoostingClassifier,0,1,2,51,0.804704112766388,True
18,True,53,GradientBoostingClassifier,0,1,3,51,0.8024377714472516,True
19,True,53,GradientBoostingClassifier,0,1,4,51,0.8092035212254237,True
20,True,53,LGBMClassifier,0,1,0,51,0.8119380360839987,True
21,True,53,LGBMClassifier,0,1,1,51,0.8055050280981958,True
22,True,53,LGBMClassifier,0,1,2,51,0.8072193293793489,True
23,True,53,LGBMClassifier,0,1,3,51,0.7964003564812652,True
24,True,53,LGBMClassifier,0,1,4,51,0.8076026634910257,True
25,True,53,MLPClassifier,0,1,0,51,0.6143345553324304,True
26,True,53,MLPClassifier,0,1,1,51,0.5927201544233254,True
27,True,53,MLPClassifier,0,1,2,51,0.608571117234079,True
28,True,53,MLPClassifier,0,1,3,51,0.6166197714783854,True
29,True,53,MLPClassifier,0,1,4,51,0.670601192422049,True
30,True,53,RandomForestClassifier,1,1,5,51,0.7977313236507417,True
31,True,53,RandomForestClassifier,1,1,6,51,0.7848653076791356,True
32,True,53,RandomForestClassifier,1,1,7,51,0.8242397531094817,True
33,True,53,RandomForestClassifier,1,1,8,51,0.8066044381139182,True
34,True,53,RandomForestClassifier,1,1,9,51,0.7977313236507417,True
35,True,53,DecisionTreeClassifier,1,1,5,51,0.7477178972275409,True
36,True,53,DecisionTreeClassifier,1,1,6,51,0.7285609209358801,True
37,True,53,DecisionTreeClassifier,1,1,7,51,0.7282614533227478,True
38,True,53,DecisionTreeClassifier,1,1,8,51,0.7079840517442675,True
39,True,53,DecisionTreeClassifier,1,1,9,51,0.7300053316521117,True
40,True,53,XGBClassifier,1,1,5,51,0.7780822397608929,True
41,True,53,XGBClassifier,1,1,6,51,0.7925035803795202,True
42,True,53,XGBClassifier,1,1,7,51,0.7835170223695885,True
43,True,53,XGBClassifier,1,1,8,51,0.775753047214309,True
44,True,53,XGBClassifier,1,1,9,51,0.7780822397608929,True
45,True,53,GradientBoostingClassifier,1,1,5,51,0.8265786749482402,True
46,True,53,GradientBoostingClassifier,1,1,6,51,0.7967761017450459,True
47,True,53,GradientBoostingClassifier,1,1,7,51,0.7936705116829341,True
48,True,53,GradientBoostingClassifier,1,1,8,51,0.8198757763975155,True
49,True,53,GradientBoostingClassifier,1,1,9,51,0.7857623484176279,True
50,True,53,LGBMClassifier,1,1,5,51,0.7726474571521972,True
51,True,53,LGBMClassifier,1,1,6,51,0.8016588443157583,True
52,True,53,LGBMClassifier,1,1,7,51,0.7791310574573078,True
53,True,53,LGBMClassifier,1,1,8,51,0.7663278927131493,True
54,True,53,LGBMClassifier,1,1,9,51,0.7369837637572192,True
55,True,53,MLPClassifier,1,1,5,51,0.7155600569747349,True
56,True,53,MLPClassifier,1,1,6,51,0.6307003922850605,True
57,True,53,MLPClassifier,1,1,7,51,0.6152710969971513,True
58,True,53,MLPClassifier,1,1,8,51,0.618284258783605,True
59,True,53,MLPClassifier,1,1,9,51,0.6427043929700027,True
60,True,53,RandomForestClassifier,2,1,10,51,0.7874766496987811,True
61,True,53,RandomForestClassifier,2,1,11,51,0.785863533056243,True
62,True,53,RandomForestClassifier,2,1,12,51,0.7844722442752844,True
63,True,53,RandomForestClassifier,2,1,13,51,0.783474018898177,True
