,single_model,dataset_name,model,level,repeat,iteration,seed,performance,skip
0,True,53,RandomForestClassifier,0,1,0,23,0.7795090016366611,True
1,True,53,RandomForestClassifier,0,1,1,23,0.7736170212765957,True
2,True,53,RandomForestClassifier,0,1,2,23,0.7688707037643208,True
3,True,53,RandomForestClassifier,0,1,3,23,0.7629787234042553,True
4,True,53,RandomForestClassifier,0,1,4,23,0.7449018003273322,True
5,True,53,DecisionTreeClassifier,0,1,0,23,0.6461211129296236,True
6,True,53,DecisionTreeClassifier,0,1,1,23,0.6465793780687399,True
7,True,53,DecisionTreeClassifier,0,1,2,23,0.6320867430441899,True
8,True,53,DecisionTreeClassifier,0,1,3,23,0.6465793780687397,True
9,True,53,DecisionTreeClassifier,0,1,4,23,0.6709983633387888,True
10,True,53,XGBClassifier,0,1,0,23,0.8022585924713584,True
11,True,53,XGBClassifier,0,1,1,23,0.7919476268412439,True
12,True,53,XGBClassifier,0,1,2,23,0.7653436988543372,True
13,True,53,XGBClassifier,0,1,3,23,0.7712438625204582,True
14,True,53,XGBClassifier,0,1,4,23,0.7815630114566285,True
15,True,53,GradientBoostingClassifier,0,1,0,23,0.783355155482815,True
16,True,53,GradientBoostingClassifier,0,1,1,23,0.7636824877250409,True
17,True,53,GradientBoostingClassifier,0,1,2,23,0.754189852700491,True
18,True,53,GradientBoostingClassifier,0,1,3,23,0.7444517184942717,True
19,True,53,GradientBoostingClassifier,0,1,4,23,0.7738707037643208,True
20,True,53,LGBMClassifier,0,1,0,23,0.7638052373158756,True
21,True,53,LGBMClassifier,0,1,1,23,0.7626595744680851,True
22,True,53,LGBMClassifier,0,1,2,23,0.7600245499181669,True
23,True,53,LGBMClassifier,0,1,3,23,0.7541325695581015,True
24,True,53,LGBMClassifier,0,1,4,23,0.7611783960720131,True
25,True,53,MLPClassifier,0,1,0,23,0.6008183306055647,True
26,True,53,MLPClassifier,0,1,1,23,0.546530278232406,True
27,True,53,MLPClassifier,0,1,2,23,0.6207446808510639,True
28,True,53,MLPClassifier,0,1,3,23,0.604214402618658,True
29,True,53,MLPClassifier,0,1,4,23,0.6000981996726678,True
30,True,53,RandomForestClassifier,1,1,5,23,0.7641243862520458,True
31,True,53,RandomForestClassifier,1,1,6,23,0.778936170212766,True
32,True,53,RandomForestClassifier,1,1,7,23,0.7564320785597382,True
33,True,53,RandomForestClassifier,1,1,8,23,0.7608592471358429,True
34,True,53,RandomForestClassifier,1,1,9,23,0.7469476268412438,True
35,True,53,DecisionTreeClassifier,1,1,5,23,0.6943207855973814,True
36,True,53,DecisionTreeClassifier,1,1,6,23,0.6557446808510639,True
37,True,53,DecisionTreeClassifier,1,1,7,23,0.6736824877250409,True
38,True,53,DecisionTreeClassifier,1,1,8,23,0.6775941080196399,True
39,True,53,DecisionTreeClassifier,1,1,9,23,0.6914320785597381,True
40,True,53,XGBClassifier,1,1,5,23,0.7499590834697217,True
41,True,53,XGBClassifier,1,1,6,23,0.7632978723404256,True
42,True,53,XGBClassifier,1,1,7,23,0.7479050736497544,True
43,True,53,XGBClassifier,1,1,8,23,0.7718821603927987,True
44,True,53,XGBClassifier,1,1,9,23,0.7744435351882161,True
45,True,53,GradientBoostingClassifier,1,1,5,23,0.7729705400981997,True
