,single_model,repeated_ensemble,dataset_name,model,level,repeat,splits,iteration,seed,performance
0,False,False,10101,HistGradientBoostingClassifier,0,5,2,0,5,0.6601911810052421
1,False,False,10101,HistGradientBoostingClassifier,0,5,2,1,5,0.6162503854455751
2,False,False,10101,HistGradientBoostingClassifier,0,5,2,2,5,0.6018347209374036
3,False,False,10101,HistGradientBoostingClassifier,0,5,2,3,5,0.6271199506629663
4,False,False,10101,HistGradientBoostingClassifier,0,5,2,4,5,0.648859081097749
5,False,False,10101,HistGradientBoostingClassifier,0,5,2,5,5,0.6053808202281837
6,False,False,10101,HistGradientBoostingClassifier,0,5,2,6,5,0.6235738513721862
7,False,False,10101,HistGradientBoostingClassifier,0,5,2,7,5,0.6235738513721862
8,False,False,10101,HistGradientBoostingClassifier,0,5,2,8,5,0.6344434165895776
9,False,False,10101,HistGradientBoostingClassifier,0,5,2,9,5,0.6235738513721862
10,False,False,10101,RandomForestClassifier,0,5,2,0,5,0.6490903484427999
11,False,False,10101,RandomForestClassifier,0,5,2,1,5,0.6599599136601912
12,False,False,10101,RandomForestClassifier,0,5,2,2,5,0.6129355534998459
13,False,False,10101,RandomForestClassifier,0,5,2,3,5,0.6599599136601912
14,False,False,10101,RandomForestClassifier,0,5,2,4,5,0.65263644773358
15,False,False,10101,RandomForestClassifier,0,5,2,5,5,0.6382207832254085
16,False,False,10101,RandomForestClassifier,0,5,2,6,5,0.6417668825161887
17,False,False,10101,RandomForestClassifier,0,5,2,7,5,0.6382207832254085
18,False,False,10101,RandomForestClassifier,0,5,2,8,5,0.65263644773358
19,False,False,10101,RandomForestClassifier,0,5,2,9,5,0.6382207832254085
20,False,False,10101,DecisionTreeClassifier,0,5,2,0,5,0.6169441874807278
21,False,False,10101,DecisionTreeClassifier,0,5,2,1,5,0.5730033919210608
22,False,False,10101,DecisionTreeClassifier,0,5,2,2,5,0.5845667591736047
23,False,False,10101,DecisionTreeClassifier,0,5,2,3,5,0.5803268578476719
24,False,False,10101,DecisionTreeClassifier,0,5,2,4,5,0.6528677150786308
25,False,False,10101,DecisionTreeClassifier,0,5,2,5,5,0.6235738513721862
26,False,False,10101,DecisionTreeClassifier,0,5,2,6,5,0.6346746839346284
27,False,False,10101,DecisionTreeClassifier,0,5,2,7,5,0.6453129818069688
28,False,False,10101,DecisionTreeClassifier,0,5,2,8,5,0.6419981498612396
29,False,False,10101,DecisionTreeClassifier,0,5,2,9,5,0.6308973172987975
30,False,False,10101,LinearDiscriminantAnalysis,0,5,2,0,5,0.5760869565217391
31,False,False,10101,LinearDiscriminantAnalysis,0,5,2,1,5,0.5689947579401788
32,False,False,10101,LinearDiscriminantAnalysis,0,5,2,2,5,0.5725408572309589
33,False,False,10101,LinearDiscriminantAnalysis,0,5,2,3,5,0.5725408572309589
34,False,False,10101,LinearDiscriminantAnalysis,0,5,2,4,5,0.5725408572309589
35,False,False,10101,LinearDiscriminantAnalysis,0,5,2,5,5,0.5725408572309589
36,False,False,10101,LinearDiscriminantAnalysis,0,5,2,6,5,0.5725408572309589
37,False,False,10101,LinearDiscriminantAnalysis,0,5,2,7,5,0.5725408572309589
38,False,False,10101,LinearDiscriminantAnalysis,0,5,2,8,5,0.5725408572309589
39,False,False,10101,LinearDiscriminantAnalysis,0,5,2,9,5,0.5725408572309589
40,False,False,10101,GradientBoostingClassifier,0,5,2,0,5,0.5985198889916744
41,False,False,10101,GradientBoostingClassifier,0,5,2,1,5,0.6089269195189639
42,False,False,10101,GradientBoostingClassifier,0,5,2,2,5,0.5909651557200123
43,False,False,10101,GradientBoostingClassifier,0,5,2,3,5,0.6344434165895776
44,False,False,10101,GradientBoostingClassifier,0,5,2,4,5,0.6235738513721862
45,False,False,10101,GradientBoostingClassifier,0,5,2,5,5,0.6197964847363552
46,False,False,10101,GradientBoostingClassifier,0,5,2,6,5,0.6235738513721862
47,False,False,10101,GradientBoostingClassifier,0,5,2,7,5,0.6271199506629663
48,False,False,10101,GradientBoostingClassifier,0,5,2,8,5,0.6379895158803577
49,False,False,10101,GradientBoostingClassifier,0,5,2,9,5,0.6271199506629663
50,False,False,10101,MLPClassifier,0,5,2,0,5,0.5616712920135677
51,False,False,10101,MLPClassifier,0,5,2,1,5,0.6344434165895776
52,False,False,10101,MLPClassifier,0,5,2,2,5,0.7771353684859698
53,False,False,10101,MLPClassifier,0,5,2,3,5,0.7109929078014184
54,False,False,10101,MLPClassifier,0,5,2,4,5,0.7001233425840272
55,False,False,10101,MLPClassifier,0,5,2,5,5,0.689022510021585
56,False,False,10101,MLPClassifier,0,5,2,6,5,0.7109929078014184
57,False,False,10101,MLPClassifier,0,5,2,7,5,0.7258711069996916
58,False,False,10101,MLPClassifier,0,5,2,8,5,0.7254085723095899
59,False,False,10101,MLPClassifier,0,5,2,9,5,0.6854764107308048
60,False,False,10101,HistGradientBoostingClassifier,1,5,2,10,5,0.6821615787850756
61,False,False,10101,HistGradientBoostingClassifier,1,5,2,11,5,0.6925686093123651
62,False,False,10101,HistGradientBoostingClassifier,1,5,2,12,5,0.6927998766574159
63,False,False,10101,HistGradientBoostingClassifier,1,5,2,13,5,0.6708294788775825
64,False,False,10101,HistGradientBoostingClassifier,1,5,2,14,5,0.6746068455134135
65,False,False,10101,HistGradientBoostingClassifier,1,5,2,15,5,0.6708294788775825
66,False,False,10101,HistGradientBoostingClassifier,1,5,2,16,5,0.6635060129509713
67,False,False,10101,HistGradientBoostingClassifier,1,5,2,17,5,0.6635060129509713
68,False,False,10101,HistGradientBoostingClassifier,1,5,2,18,5,0.6599599136601912
69,False,False,10101,HistGradientBoostingClassifier,1,5,2,19,5,0.6635060129509713
70,False,False,10101,RandomForestClassifier,1,5,2,10,5,0.6528677150786308
71,False,False,10101,RandomForestClassifier,1,5,2,11,5,0.6599599136601912
72,False,False,10101,RandomForestClassifier,1,5,2,12,5,0.6635060129509713
73,False,False,10101,RandomForestClassifier,1,5,2,13,5,0.6308973172987975
74,False,False,10101,RandomForestClassifier,1,5,2,14,5,0.65263644773358
75,False,False,10101,RandomForestClassifier,1,5,2,15,5,0.65263644773358
76,False,False,10101,RandomForestClassifier,1,5,2,16,5,0.6417668825161887
77,False,False,10101,RandomForestClassifier,1,5,2,17,5,0.6417668825161887
78,False,False,10101,RandomForestClassifier,1,5,2,18,5,0.6308973172987975
79,False,False,10101,RandomForestClassifier,1,5,2,19,5,0.6308973172987975
80,False,False,10101,DecisionTreeClassifier,1,5,2,10,5,0.5701510946654332
81,False,False,10101,DecisionTreeClassifier,1,5,2,11,5,0.5328399629972248
82,False,False,10101,DecisionTreeClassifier,1,5,2,12,5,0.6200277520814061
83,False,False,10101,DecisionTreeClassifier,1,5,2,13,5,0.540163428923836
84,False,False,10101,DecisionTreeClassifier,1,5,2,14,5,0.6672833795868024
85,False,False,10101,DecisionTreeClassifier,1,5,2,15,5,0.5874190564292322
86,False,False,10101,DecisionTreeClassifier,1,5,2,16,5,0.6528677150786308
87,False,False,10101,DecisionTreeClassifier,1,5,2,17,5,0.5911964230650633
88,False,False,10101,DecisionTreeClassifier,1,5,2,18,5,0.6746068455134135
89,False,False,10101,DecisionTreeClassifier,1,5,2,19,5,0.6308973172987975
90,False,False,10101,LinearDiscriminantAnalysis,1,5,2,10,5,0.6306660499537465
91,False,False,10101,LinearDiscriminantAnalysis,1,5,2,11,5,0.6127042861547949
92,False,False,10101,LinearDiscriminantAnalysis,1,5,2,12,5,0.6708294788775825
93,False,False,10101,LinearDiscriminantAnalysis,1,5,2,13,5,0.6708294788775825
94,False,False,10101,LinearDiscriminantAnalysis,1,5,2,14,5,0.6708294788775825
95,False,False,10101,LinearDiscriminantAnalysis,1,5,2,15,5,0.6779216774591428
96,False,False,10101,LinearDiscriminantAnalysis,1,5,2,16,5,0.6670521122417514
97,False,False,10101,LinearDiscriminantAnalysis,1,5,2,17,5,0.6670521122417514
98,False,False,10101,LinearDiscriminantAnalysis,1,5,2,18,5,0.6670521122417514
99,False,False,10101,LinearDiscriminantAnalysis,1,5,2,19,5,0.6561825470243601
100,False,False,10101,GradientBoostingClassifier,1,5,2,10,5,0.6816990440949738
101,False,False,10101,GradientBoostingClassifier,1,5,2,11,5,0.6490903484427999
102,False,False,10101,GradientBoostingClassifier,1,5,2,12,5,0.6455442491520198
103,False,False,10101,GradientBoostingClassifier,1,5,2,13,5,0.6417668825161887
104,False,False,10101,GradientBoostingClassifier,1,5,2,14,5,0.6273512180080173
105,False,False,10101,GradientBoostingClassifier,1,5,2,15,5,0.6273512180080173
106,False,False,10101,GradientBoostingClassifier,1,5,2,16,5,0.6346746839346284
107,False,False,10101,GradientBoostingClassifier,1,5,2,17,5,0.65263644773358
108,False,False,10101,GradientBoostingClassifier,1,5,2,18,5,0.6743755781683627
109,False,False,10101,GradientBoostingClassifier,1,5,2,19,5,0.6635060129509713
110,False,False,10101,MLPClassifier,1,5,2,10,5,0.5
111,False,False,10101,MLPClassifier,1,5,2,11,5,0.5
112,False,False,10101,MLPClassifier,1,5,2,12,5,0.5
113,False,False,10101,MLPClassifier,1,5,2,13,5,0.5
114,False,False,10101,MLPClassifier,1,5,2,14,5,0.5652173913043478
115,False,False,10101,MLPClassifier,1,5,2,15,5,0.5652173913043478
116,False,False,10101,MLPClassifier,1,5,2,16,5,0.5652173913043478
117,False,False,10101,MLPClassifier,1,5,2,17,5,0.5725408572309589
118,False,False,10101,MLPClassifier,1,5,2,18,5,0.5652173913043478
119,False,False,10101,MLPClassifier,1,5,2,19,5,0.5760869565217391
120,False,False,10101,HistGradientBoostingClassifier,0,5,3,0,5,0.6670521122417514
121,False,False,10101,HistGradientBoostingClassifier,0,5,3,1,5,0.6344434165895776
122,False,False,10101,HistGradientBoostingClassifier,0,5,3,2,5,0.6344434165895776
123,False,False,10101,HistGradientBoostingClassifier,0,5,3,3,5,0.6308973172987975
124,False,False,10101,HistGradientBoostingClassifier,0,5,3,4,5,0.6344434165895776
125,False,False,10101,HistGradientBoostingClassifier,0,5,3,5,5,0.6200277520814061
126,False,False,10101,HistGradientBoostingClassifier,0,5,3,6,5,0.6200277520814061
127,False,False,10101,HistGradientBoostingClassifier,0,5,3,7,5,0.6235738513721862
128,False,False,10101,HistGradientBoostingClassifier,0,5,3,8,5,0.6200277520814061
129,False,False,10101,HistGradientBoostingClassifier,0,5,3,9,5,0.6235738513721862
130,False,False,10101,HistGradientBoostingClassifier,0,5,3,10,5,0.6200277520814061
131,False,False,10101,HistGradientBoostingClassifier,0,5,3,11,5,0.6235738513721862
132,False,False,10101,HistGradientBoostingClassifier,0,5,3,12,5,0.6235738513721862
133,False,False,10101,HistGradientBoostingClassifier,0,5,3,13,5,0.6235738513721862
134,False,False,10101,HistGradientBoostingClassifier,0,5,3,14,5,0.6235738513721862
135,False,False,10101,RandomForestClassifier,0,5,3,0,5,0.65263644773358
136,False,False,10101,RandomForestClassifier,0,5,3,1,5,0.6455442491520198
