,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc
0,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,0,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:36:37,3663.8,0,3590879644,,0.8550719999999999
0,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,0,0.8720573183,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8720573183
1,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,1,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T00:36:48,3673.5,0,3931040039,,0.8695649999999999
1,openml.org/t/XX,adult,AutoPyTorch_refactor,3600s8c32G,1,0.8753326509999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8753326509999999
10,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,0,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T01:38:17,3667.8,0,3831683897,,0.786667
10,openml.org/t/XX,Amazon_employee_access,AutoPyTorch_refactor,3600s8c32G,0,0.9447665548,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9447665548
100,openml.org/t/3,kr-vs-kp,AutoPyTorch_refactor,3600s8c32G,0,0.990625,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T03:10:18,3625.5,0,4237598596,,0.990625
100,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,1,0.8650156179999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8650156179999999
101,openml.org/t/3,kr-vs-kp,AutoPyTorch_refactor,3600s8c32G,1,0.98125,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T03:10:29,3663.9,0,3778324015,,0.98125
101,openml.org/t/XX,jungle_chess_2pcs_raw_endgame_complete,AutoPyTorch_refactor,3600s8c32G,2,0.8683623382,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8683623382
102,openml.org/t/3,kr-vs-kp,AutoPyTorch_refactor,3600s8c32G,2,0.99375,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T03:09:52,3624.5,0,536446031,,0.99375
