,id,task,framework,constraint,fold,result,metric,mode,version,params,tag,utc,duration,models,seed,info,acc
0,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,0,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:14:37,3633.2,0,4245517538,,0.8550719999999999
1,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,1,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:14,3669.4,0,4144242065,,0.8550719999999999
2,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,2,0.8115939999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:15,3664.4,0,1342713337,,0.8115939999999999
3,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,3,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:22,3667.6,0,1988195381,,0.8695649999999999
4,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,4,0.8405799999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:14:39,3622.6,0,1742878128,,0.8405799999999999
5,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,5,0.898551,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:27,3668.3,0,3945158332,,0.898551
6,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,6,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:33,3672.0,0,3631562155,,0.8695649999999999
7,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,7,0.8550719999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:14:55,3629.6,0,1503295971,,0.8550719999999999
8,openml.org/t/146818,Australian,AutoPyTorch_refactor,3600s8c32G,8,0.8695649999999999,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:36,3662.4,0,3539998518,,0.8695649999999999
9,openml.org/t/XX,Australian,AutoPyTorch_refactor,3600s8c32G,9,0.8550724637999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.8550724637999999
10,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,0,0.76,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:14:59,3626.4,0,2075993074,,0.76
11,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,1,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:16:07,3688.3,0,2891988121,,0.786667
12,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,2,0.72,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:59,3671.0,0,1781571329,,0.72
13,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,3,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:49,3661.4,0,1849854450,,0.786667
14,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,4,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:17:05,3736.0,0,3413831368,,0.786667
15,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,5,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:59,3668.4,0,25334277,,0.786667
16,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,6,0.786667,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:16:00,3665.7,0,4260563045,,0.786667
17,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,7,0.76,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:16:05,3668.0,0,338126092,,0.76
18,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,8,0.783784,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:59,3662.3,0,32008120,,0.783784
19,openml.org/t/10101,blood-transfusion,AutoPyTorch_refactor,3600s8c32G,9,0.797297,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:15:19,3619.3,0,1418403387,,0.797297
20,openml.org/t/XX,car,AutoPyTorch_refactor,3600s8c32G,0,0.9942196531999999,acc,singularity,refactor_development,debug,stable,2021-03-07T03:35:18,3663.4,0,3264102342,,0.9942196531999999
21,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,1,1.0,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:16:15,3665.6,0,1456730272,,1.0
22,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,2,1.0,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:16:19,3664.6,0,4116173001,,1.0
23,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,3,0.9942200000000001,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:16:21,3662.4,0,1970237140,,0.9942200000000001
24,openml.org/t/146821,car,AutoPyTorch_refactor,3600s8c32G,4,1.0,acc,singularity,refactor_development,{'_save_artifacts': ['debug']},stable,2021-03-07T17:19:37,3853.2,0,1461696298,,1.0
