,single_model,dataset_name,model,level,repeat,iteration,seed,performance
0,True,7592,HistGradientBoostingClassifier,0,1,0,10,0.7954212013267262
1,True,7592,HistGradientBoostingClassifier,0,1,1,10,0.7881711404793044
2,True,7592,HistGradientBoostingClassifier,0,1,2,10,0.7964765300867914
3,True,7592,HistGradientBoostingClassifier,0,1,3,10,0.792131160924916
4,True,7592,HistGradientBoostingClassifier,0,1,4,10,0.7960050585843441
5,True,7592,HistGradientBoostingClassifier,0,1,5,10,0.7932842808376088
6,True,7592,HistGradientBoostingClassifier,0,1,6,10,0.7966064366806036
7,True,7592,HistGradientBoostingClassifier,0,1,7,10,0.794206776767763
8,True,7592,HistGradientBoostingClassifier,0,1,8,10,0.7966064366806036
9,True,7592,HistGradientBoostingClassifier,0,1,9,10,0.7951686854403732
10,True,7592,RandomForestClassifier,0,1,0,10,0.7756210259427656
11,True,7592,RandomForestClassifier,0,1,1,10,0.7652312783620863
12,True,7592,RandomForestClassifier,0,1,2,10,0.7766369419603748
13,True,7592,RandomForestClassifier,0,1,3,10,0.769332873767954
14,True,7592,RandomForestClassifier,0,1,4,10,0.7745583998814289
15,True,7592,RandomForestClassifier,0,1,5,10,0.7712858803182603
16,True,7592,RandomForestClassifier,0,1,6,10,0.7754735985103117
17,True,7592,RandomForestClassifier,0,1,7,10,0.7726083195672213
18,True,7592,RandomForestClassifier,0,1,8,10,0.7753976992614985
19,True,7592,RandomForestClassifier,0,1,9,10,0.7735848228423745
20,True,7592,DecisionTreeClassifier,0,1,0,10,0.7446499991184714
21,True,7592,DecisionTreeClassifier,0,1,1,10,0.7238939870018055
22,True,7592,DecisionTreeClassifier,0,1,2,10,0.7631744818751496
23,True,7592,DecisionTreeClassifier,0,1,3,10,0.7441509661297683
24,True,7592,DecisionTreeClassifier,0,1,4,10,0.766530234566354
25,True,7592,DecisionTreeClassifier,0,1,5,10,0.7529424218422456
26,True,7592,DecisionTreeClassifier,0,1,6,10,0.7685182827939439
27,True,7592,DecisionTreeClassifier,0,1,7,10,0.7596655590131474
28,True,7592,DecisionTreeClassifier,0,1,8,10,0.7689328207152935
29,True,7592,DecisionTreeClassifier,0,1,9,10,0.7620798135285308
30,True,7592,LinearDiscriminantAnalysis,0,1,0,10,0.6955227929284871
31,True,7592,LinearDiscriminantAnalysis,0,1,1,10,0.6954614882822168
32,True,7592,LinearDiscriminantAnalysis,0,1,2,10,0.695630807618485
33,True,7592,LinearDiscriminantAnalysis,0,1,3,10,0.6957315250072114
34,True,7592,LinearDiscriminantAnalysis,0,1,4,10,0.6960161563347488
35,True,7592,LinearDiscriminantAnalysis,0,1,5,10,0.6957315250072114
36,True,7592,LinearDiscriminantAnalysis,0,1,6,10,0.6956235103172135
37,True,7592,LinearDiscriminantAnalysis,0,1,7,10,0.6955622056709432
